Omega	mmH3
3.52926e-05	616.452
2.97267e-05	726.575
1.98636e-05	696.094
2.32119e-05	730.196
1.16316e-05	879.916
0.000167391	292.805
1.63719e-05	896.43
2.5556e-05	666.125
2.38345e-05	780.4
0.000924796	98.066
1.03929e-06	185.443
2.85164e-05	534.385
1.14153e-05	920.609
1.36896e-05	763.15
1.25374e-05	790.917
6.83794e-05	340.653
3.95489e-05	485.042
9.28135e-05	360.932
1.99369e-05	560.273
7.3193e-05	342.973
5.16456e-05	305.848
1.4127e-05	913.383
2.17159e-05	889.696
1.55718e-05	932.413
4.14696e-05	452.736
2.97797e-05	525.388
1.31216e-05	885.436
2.46074e-05	729.646
0.000435128	155.199
2.78263e-05	548.734
3.31307e-05	821.133
1.69126e-05	775.238
1.67276e-05	931.927
5.22767e-05	318.918
1.4582e-05	717.537
2.22725e-05	924.774
3.11209e-05	552.832
2.54293e-05	926.885
4.1189e-05	404.537
0.000136045	421.952
1.45726e-05	855.819
3.23299e-05	533.299
8.43064e-05	292.543
0.0134809	71.8994
7.37066e-05	398.935
2.36078e-05	903.009
6.68718e-05	276.954
2.39059e-05	785.548
4.42571e-05	436.705
9.6982e-05	224.573
1.87025e-05	889.478
3.80132e-05	517.566
2.61389e-05	511.724
0.000106471	198.049
6.97006e-05	254.544
3.18138e-05	569.865
2.35985e-05	690.243
1.14154e-05	200.181
0.000208402	286.034
3.35229e-05	515.485
1.43895e-05	824.509
1.70525e-05	737.161
0.000133429	243.289
2.95317e-05	458.686
6.12242e-05	453.719
1.56094e-05	824.198
0.000402368	126.006
4.12456e-05	455.622
4.31818e-05	411.151
9.61697e-05	246.571
1.41849e-05	760.76
1.09381e-05	941.884
1.5603e-05	828.609
3.52379e-05	435.01
1.72423e-05	796.851
4.59684e-05	397.659
8.6112e-05	357.472
1.55681e-05	702.901
8.71505e-05	254.498
0.000138504	196.122
7.90357e-05	495.519
6.93986e-05	272.678
2.33592e-05	782.973
0.0004561	120.512
2.53511e-05	552.769
5.08129e-06	169.941
6.31055e-05	322.484
2.88691e-05	866.088
9.06931e-05	641.824
5.74534e-05	652.712
2.6284e-05	515.997
0.000110602	254.293
2.95071e-05	467.263
1.67071e-05	929.09
2.12133e-05	591.645
1.25557e-05	774.522
6.91975e-05	500.783
5.55221e-05	336.757
2.41419e-05	829.914
8.63176e-05	252.521
1.82894e-05	631.175
7.62444e-05	279.915
3.37244e-05	490.713
6.00293e-05	339.21
1.43187e-05	902.417
1.95577e-05	907.419
8.40687e-05	254.003
1.23554e-05	906.541
2.65718e-05	580.442
3.85454e-05	681.016
0.000113715	411.547
3.41586e-05	615.483
3.93582e-05	646.711
1.64272e-05	925.89
2.39181e-06	153.469
5.72334e-05	424.325
5.72753e-05	429.211
6.45071e-05	344.077
2.25086e-05	801.033
3.9091e-05	396.634
6.53186e-06	66.978
2.64775e-05	745.207
7.50844e-05	253.091
9.42016e-05	394.797
1.53815e-05	677.196
8.21612e-06	197.99
1.90461e-05	609.868
4.32163e-05	546.708
1.32628e-05	837.291
4.97892e-05	395.2
4.76587e-05	385.227
2.36538e-05	831.205
7.44026e-05	265.138
0.000579262	101.994
6.5375e-05	659.99
4.1359e-05	485.337
6.63291e-06	200.113
2.90271e-05	596.76
7.22471e-05	619.786
2.22966e-05	597.558
0.00048517	175.691
0.000666621	94.385
1.96503e-05	863.65
2.31054e-05	877.013
2.43604e-05	932.197
0.000137334	207.833
1.44724e-05	743.873
7.88518e-06	137.704
0.000258495	127.375
3.96857e-05	382.244
2.42309e-05	509.104
0.000113947	193.126
3.32726e-05	675.388
6.04627e-05	512.963
1.97402e-05	788.929
2.08281e-05	594.944
0.000399112	119.439
3.80227e-05	496.819
3.87941e-05	722.256
7.31268e-05	263.535
4.82669e-05	634.902
2.88115e-05	652.101
1.53517e-05	915.678
1.62327e-05	817.385
1.01242e-05	918.792
1.78276e-05	930.418
4.8965e-05	438.121
2.10118e-05	801.696
5.62472e-05	358.435
0.000140567	221.656
1.38212e-05	832.033
1.93887e-05	822.304
2.45859e-05	612.738
0.0013652	101.725
3.57875e-05	239.109
5.58312e-05	530.756
2.26749e-05	616.074
2.90037e-05	925.042
1.37842e-05	799.008
4.01388e-05	771.256
0.00725685	71.4792
2.67638e-05	557.162
0.000354501	198.726
0.000322233	101.277
3.20965e-05	826.922
3.06154e-05	480.529
1.05365e-05	210.025
3.28727e-05	431.408
7.09827e-05	515.486
5.50382e-05	447.199
3.5471e-05	773.08
2.85841e-05	704.226
7.36007e-05	268.96
7.37501e-05	383.167
3.22224e-05	486.971
3.93752e-05	444.86
2.94369e-05	740.295
0.000165722	191.946
0.00025166	192.807
2.78068e-05	475.131
1.40237e-05	825.136
0.000211627	223.244
4.13523e-05	580.212
2.07765e-05	797.309
1.94462e-05	147.885
6.32174e-05	322.951
1.01823e-05	925.186
0.000175232	186.163
9.7084e-05	320.804
2.72664e-05	801.005
2.18067e-05	724.876
2.05144e-05	643.712
2.93233e-05	642.723
4.43469e-05	748.165
2.64699e-05	767.456
6.4423e-05	506.234
7.21847e-05	347.165
0.000840524	121.461
2.65792e-05	543.497
1.32256e-05	843.612
0.00021175	304.797
1.25998e-05	855.068
5.44336e-05	296.983
0.000149287	222.033
4.80972e-05	557.725
0.000108528	258.916
0.000220951	180.234
3.05812e-05	640.613
0.000149781	87.4499
2.05201e-05	869.273
2.06777e-05	623.383
8.16141e-05	287.798
1.88192e-05	634.232
7.34114e-05	412.652
6.28177e-05	256.15
3.00795e-05	598.891
0.000174644	246.658
1.20329e-06	149.496
2.01406e-05	619.331
3.54475e-05	497.814
2.59792e-05	526.967
1.83814e-06	177.683
0.000121527	311.045
4.22204e-05	587.137
0.000644656	71.5163
1.88145e-06	161.696
3.95454e-05	911.355
1.35459e-05	756.105
1.76819e-05	732.994
2.18489e-05	638.956
0.000102015	304.017
6.71753e-07	156.295
8.78724e-05	367.966
3.10129e-05	678.753
0.000703017	83.2124
6.61599e-05	307.719
3.06028e-05	648.467
2.27778e-05	851.485
2.97142e-05	635.363
3.56264e-06	179.517
2.38383e-05	745.453
1.30925e-05	843.924
3.53241e-05	500.67
7.81546e-05	372.028
5.60694e-05	553.776
1.7501e-05	799.547
3.49319e-05	621.976
9.34039e-05	658.576
6.85232e-05	124.295
7.64113e-05	347.125
4.29235e-07	159.764
1.11613e-05	844.382
2.7147e-05	697.007
2.00221e-05	725.786
9.25719e-05	411.311
6.61093e-05	373.696
1.40105e-05	870.928
6.1955e-05	282.364
1.68191e-05	673.092
5.44262e-06	207.243
1.3107e-05	938.589
2.84031e-05	456.848
7.14721e-05	591.753
2.46868e-05	816.346
0.00468329	83.22
2.59859e-05	803.948
7.88755e-05	82.8066
2.06308e-05	201.696
4.42905e-05	719.168
4.59385e-05	734.364
6.43696e-05	483.521
2.50145e-05	715.555
9.06975e-05	387.22
4.48103e-05	904.396
1.78645e-05	780.39
2.98129e-05	519.181
2.74773e-05	711.184
8.60651e-05	298.33
2.9567e-05	176.755
1.32355e-05	883.52
1.44941e-05	915.308
4.23185e-05	497.905
1.64914e-06	188.649
0.00353263	105.383
0.00328014	68.605
3.65299e-05	709.002
1.50534e-05	941.539
3.33932e-05	748.703
1.55122e-05	822.172
2.3543e-05	765.284
1.20948e-06	183.893
3.10029e-05	507.779
7.606e-05	266.264
3.68471e-07	157.821
3.99178e-05	406.897
4.97178e-05	467.709
5.22727e-05	584.643
3.94274e-06	135.439
9.04372e-05	376.083
0.000109374	284.652
4.65283e-05	547.429
0.000231705	178.261
6.44373e-05	302.443
2.34646e-05	700.248
8.32942e-07	161.887
1.81144e-05	727.421
2.39346e-05	767.067
4.82843e-05	367.374
1.57215e-05	826.736
0.00616733	80.0207
1.43978e-05	769.43
0.00232354	101.071
4.90841e-05	596.5
4.86374e-05	668.014
2.34051e-05	212.866
0.000106802	254.216
0.0261478	88.0681
1.14661e-06	182.245
0.00020978	207.987
1.62338e-05	905.381
3.09644e-06	198.66
4.14795e-05	401.296
2.55871e-05	660.303
2.22172e-05	795.402
1.9887e-05	929.834
3.30438e-05	462.431
3.75546e-05	585.281
1.73983e-06	174.96
0.000140567	335.587
9.54774e-05	270.707
4.12172e-05	545.463
2.5906e-05	479.808
3.77719e-05	472.32
7.57272e-05	394.319
4.42951e-05	598.301
0.00360046	110.869
0.000120341	227.015
3.83581e-05	417.926
5.4924e-05	417.899
3.0091e-05	120.02
2.7708e-05	916.64
0.000170856	295.644
2.04211e-05	647.412
8.42547e-05	281.29
3.12821e-05	140.593
2.67263e-05	645.109
2.44453e-05	712.485
1.2934e-05	237.135
0.000486382	135.84
7.86272e-05	283.163
1.49928e-05	939.255
0.00258755	87.3613
0.00109582	127.28
3.82897e-05	529.524
6.80271e-05	264.564
6.35921e-05	320.628
2.99311e-05	463.094
5.61062e-05	357.081
3.44547e-05	497.402
1.87024e-05	896.243
5.37659e-05	392
4.11345e-05	578.724
1.75023e-05	730.923
1.81278e-05	842.805
2.68695e-05	718.072
0.000325947	77.8011
0.000112282	212.774
2.33592e-05	930.504
1.44656e-05	806.751
4.07098e-06	166.229
2.9736e-05	869.819
0.000157032	112.217
1.42146e-05	812.282
2.62072e-05	535.802
2.36095e-05	843.99
6.45237e-05	89.5012
9.72763e-05	255.855
3.69688e-05	583.203
0.000130711	261.304
0.000151722	207.592
8.42728e-05	234.604
4.27335e-05	428.094
1.48965e-05	908.31
3.82859e-05	789.411
4.98361e-05	493.127
1.8791e-05	256.661
6.25075e-05	382.019
3.94116e-05	403.909
3.13597e-05	470.422
3.25859e-05	839.186
0.000113624	272.275
0.000124366	406.871
6.73633e-05	183.2
0.000561246	115.523
3.08014e-05	445.132
0.0137237	99.3746
4.41498e-05	874.226
9.47311e-05	316.104
2.82294e-05	573.907
2.90224e-05	652.275
1.27577e-05	921.926
2.04806e-05	234.439
2.58746e-05	475.629
6.1394e-05	460.074
0.000156501	208.401
5.0927e-06	214.668
3.328e-05	170.756
2.65968e-05	677.398
6.28424e-05	324.47
1.45873e-05	930.703
7.65654e-05	280.921
2.27649e-05	633.879
0.000935132	91.5245
2.83335e-05	168.654
2.48382e-05	662.587
3.87696e-05	631.845
2.33876e-05	864.279
2.6249e-05	593.16
5.12187e-05	676.24
2.61056e-05	552.139
5.0844e-05	338.222
7.70604e-05	325.589
2.90468e-05	181.885
2.87442e-05	546.08
4.60884e-07	148.978
2.63694e-05	587.073
0.000681139	97.6907
4.62064e-06	152.625
6.51935e-05	330.878
3.07259e-05	661.356
4.19573e-05	699.205
2.03867e-05	850.599
2.46332e-05	549.973
2.97471e-05	472.998
1.85884e-05	915.653
4.63967e-05	613.383
8.30123e-05	420.947
0.000126391	258.096
5.38127e-05	326.305
0.000435884	100.167
0.000159463	481.126
0.000196147	170.818
7.56643e-05	272.978
2.8909e-05	700.742
3.79621e-05	394.639
6.32806e-05	332.624
5.23669e-05	433.823
0.000170582	271.099
0.000120535	262.812
1.81523e-05	920.316
0.000151374	182.412
7.59187e-05	349.615
0.000105658	237.677
0.000179548	335.826
9.01278e-05	293.211
6.99102e-05	330.435
1.3993e-05	814.364
7.94744e-05	396.698
1.46293e-05	898.886
8.19388e-07	168.853
5.42207e-05	368.365
4.37611e-05	376.292
7.32122e-05	323.921
2.79186e-05	504.741
2.81441e-05	560.705
9.89272e-05	319.529
2.07299e-05	895.774
1.21683e-05	836.529
3.65284e-05	454.719
1.68239e-05	739.619
0.000194259	166.484
0.000242342	318.387
2.45323e-05	527.04
3.72628e-05	372.548
3.62619e-06	171.764
1.09181e-05	868.612
5.98772e-05	345.568
2.85228e-05	632.89
1.97238e-05	912.799
0.000116397	431.824
1.40678e-05	844.778
3.88527e-05	410.478
5.00579e-05	550.424
1.82422e-05	791.519
0.000229271	184.505
0.000683125	94.1473
5.2985e-07	148.189
0.000404714	174.506
4.05122e-05	351.987
5.6404e-05	375.966
4.59935e-05	665.547
3.47207e-05	445.678
6.44879e-05	540.539
1.87228e-05	890.609
3.01912e-05	510.992
5.76112e-05	444.082
1.91359e-05	838.499
1.48152e-05	816.15
4.85122e-05	246.083
3.62692e-05	530.327
5.2677e-05	385.15
3.43322e-05	428.394
2.62588e-05	665.351
2.14229e-05	694.284
0.000125692	215.528
1.41432e-05	892.43
3.54271e-05	539.809
0.000525091	155.354
3.19745e-05	694.408
0.000101552	330.77
1.90541e-05	594.031
4.0778e-05	350.419
0.000278129	125.89
7.35079e-05	334.983
3.65753e-05	240.216
0.00907488	66.8343
1.09725e-05	936.482
1.61722e-05	708.723
4.90786e-05	381.841
2.35345e-05	597.533
0.000119322	382.086
5.59992e-05	376.655
6.6348e-05	558.7
4.30905e-05	624.651
2.90919e-05	870.759
5.32894e-07	143.093
2.92048e-05	732.168
5.69408e-05	574.873
7.50408e-05	338.926
5.11204e-05	740.32
0.000376507	166.77
2.22785e-05	632.597
2.40288e-05	564.61
1.23163e-05	937.198
1.58366e-05	857.184
1.85424e-05	929.266
0.000173209	249.318
4.02241e-05	266.544
5.16117e-05	713.386
0.000366191	152.065
2.5692e-05	588.359
0.000127859	235.981
2.79007e-05	833.006
7.07407e-05	372.418
0.00034482	95.5511
1.75413e-05	786.036
1.85091e-05	670.515
1.45016e-05	875.113
1.25844e-05	787.257
3.33361e-05	508.931
3.76972e-05	733.377
6.95849e-06	165.823
4.67371e-05	409.483
5.96559e-05	295.771
0.00030437	99.917
0.000597129	104.665
2.2619e-05	649.737
1.58665e-05	818.011
9.9275e-05	323.635
2.10173e-05	615.982
1.21032e-05	886.051
8.03503e-05	305.206
1.93796e-05	589.922
3.0548e-06	73.1386
7.76781e-05	308.812
5.68209e-05	510.655
9.69924e-05	276.844
3.88294e-05	481.873
7.16566e-05	460.088
0.000949295	101.136
6.47446e-05	310.525
2.57024e-05	768.631
2.09804e-05	663.304
4.99574e-05	343.914
9.44861e-05	282.899
2.86446e-05	491.467
5.63141e-05	435.651
3.84511e-05	462.63
1.20503e-05	911.077
3.1712e-05	606.548
3.78981e-05	901.876
0.000113259	482.273
1.92888e-05	628.145
5.40039e-05	467.266
2.21696e-05	655.168
5.68203e-05	434.521
1.94275e-05	837.478
3.14619e-05	626.62
1.21818e-05	876.287
5.53933e-05	336.354
7.40246e-05	282.367
3.01135e-06	135.237
0.000296136	166.222
2.07033e-05	586.894
1.87723e-05	710.734
3.42854e-05	849.088
3.19636e-05	524.473
5.12089e-05	394.321
2.70609e-05	474.737
5.47097e-05	577.84
1.16748e-05	858.844
2.68763e-05	557.595
2.84525e-05	459.789
3.05133e-06	202.933
3.99472e-05	431.903
3.96764e-05	647.567
6.0766e-05	520.433
2.05801e-05	944.187
1.19812e-05	908.586
3.85001e-05	458.974
7.61483e-05	461.863
7.72708e-05	318.143
2.32453e-05	847.535
0.00043833	110.202
1.9724e-05	259.131
3.9494e-05	611.789
0.000145885	347.237
0.000895476	83.6566
2.91841e-05	119.693
1.18236e-05	901.722
2.126e-05	684.771
1.2417e-05	911.231
0.000191552	288.452
7.54579e-05	283.593
3.45029e-05	583.102
1.82561e-05	840.695
5.37762e-05	406.439
4.72376e-05	555.306
9.1965e-07	125.35
0.000311172	112.353
0.000160774	285.064
6.70079e-07	173.864
5.39692e-05	417.455
0.000102296	303.476
1.93854e-05	678.21
0.000594834	125.977
2.49821e-05	651.632
1.63588e-05	692
3.23497e-05	769.728
1.28967e-05	895.69
4.85376e-06	222.915
8.68205e-05	301.848
2.29902e-05	555.313
2.62858e-05	697.51
3.64008e-05	733.727
7.90023e-05	319.442
0.000100789	261.596
0.00022431	136.838
2.82387e-05	773.37
0.000285923	268.233
3.10499e-05	636.701
1.68495e-05	801.418
0.000423452	114.755
1.39659e-06	165.281
0.000993723	85.7724
2.57101e-05	472.933
5.8436e-05	314.051
6.80119e-05	541.052
7.02344e-07	163.365
4.71603e-05	590.811
4.81392e-05	705.657
1.67794e-05	671.087
6.13299e-05	383.388
3.62426e-05	472.958
4.60055e-05	541.094
0.000140113	191.345
1.87192e-05	616.463
1.06106e-05	948.52
7.12542e-05	305.977
8.18372e-05	255.832
1.89122e-05	602.385
2.30463e-05	634.522
3.10052e-05	530.197
1.73806e-05	936.248
2.00133e-05	677.351
3.44693e-05	617.952
2.01048e-05	602.874
9.29761e-05	315.397
4.18287e-05	882.691
6.32036e-05	480.561
5.38513e-05	718.308
8.49458e-05	608.711
0.000249995	198.918
1.64567e-05	836.351
8.89835e-05	254.746
1.3496e-05	792.726
8.02211e-05	369.811
2.32679e-06	183.642
1.11573e-05	930.883
3.43521e-05	558.151
3.65113e-05	714.926
2.13211e-05	533.552
5.49101e-05	292.477
1.90364e-05	618.049
3.60359e-05	548.124
2.97609e-05	564.979
1.34845e-05	925.677
0.000118016	299.128
3.80717e-05	478.865
3.99203e-05	390.72
5.22559e-05	600.432
1.88087e-05	913.749
1.47455e-05	703.971
1.8662e-05	703.334
1.54391e-05	841.829
2.30337e-05	826.429
1.82121e-05	686.933
4.69256e-05	605.348
7.29147e-05	265.322
3.24209e-05	624.69
3.38007e-05	550.641
2.05226e-05	947.877
5.55645e-05	343.631
1.84596e-05	804.402
1.41107e-05	817.121
1.80755e-05	721.652
0.000126148	340.589
4.99936e-05	414.474
3.49278e-05	662.469
1.69806e-05	882.576
0.000171786	258.309
1.99875e-05	706.109
7.32789e-05	390.928
7.82219e-05	279.374
5.0024e-05	435.555
0.000114573	429.16
0.000114566	215.136
1.72441e-05	681.875
4.7647e-05	375.015
5.87634e-05	306.314
1.72304e-05	721.481
1.57526e-05	933.969
0.000456417	116.299
9.30005e-05	346.251
6.79912e-05	341.44
0.000191404	380.156
2.15854e-05	917.298
3.63872e-05	853.486
6.16352e-05	543.373
0.000849904	117.693
2.10247e-05	654.614
7.13604e-05	308.001
4.97609e-05	693.96
8.58211e-05	359.656
2.75042e-05	634.551
2.19576e-05	671.581
2.43544e-05	693.869
4.28074e-05	354.004
1.99307e-05	599.533
0.000173291	220.663
7.26169e-05	713.247
2.14964e-05	925.139
6.16506e-05	330.19
2.05761e-05	555.505
3.07634e-05	673.829
2.72228e-05	804.767
1.32407e-05	901.67
5.55662e-05	538.022
2.10876e-05	655.224
1.26328e-05	822.261
4.65814e-05	463.756
1.22597e-05	875.68
7.70583e-05	304.507
1.43522e-05	84.4277
5.01323e-05	390.38
4.80148e-05	77.2323
1.78106e-05	784.896
5.64572e-05	576.236
2.24998e-05	698.667
1.93378e-05	674.3
1.36369e-05	852.734
2.26948e-05	662.359
7.15213e-05	281.611
3.47652e-05	578.616
2.83718e-05	595.634
4.53288e-05	688.831
1.87551e-05	873.063
3.0273e-05	882.057
0.000213964	177.081
0.000147798	247.352
3.98825e-05	903.626
4.90758e-05	440.501
0.0182205	72.6178
2.13528e-05	901.104
7.66853e-05	461.906
1.53696e-05	889.588
0.00277522	100.331
5.3555e-05	576.008
6.36892e-05	320.528
3.01528e-05	643.946
4.82409e-05	539.885
5.08806e-05	390.717
0.00124153	98.9314
3.40732e-05	656.112
1.24472e-05	943.069
1.33806e-05	820.541
3.42502e-05	857.401
1.24501e-05	945.992
1.15927e-05	911.015
3.55309e-05	795.476
2.54765e-05	650.358
1.83157e-05	614.247
6.84656e-05	288.752
1.40946e-05	846.918
0.000118039	268.406
2.78187e-05	503.489
6.34634e-07	170.665
0.000110727	84.9146
2.5196e-06	137.908
2.17337e-05	707.525
1.26413e-05	806.339
2.09679e-05	633.438
7.13588e-05	770.915
4.84537e-05	542.426
2.58268e-05	659.115
2.93675e-05	581.18
4.18973e-05	404.459
0.000105392	393.562
3.71671e-05	844.549
2.42312e-05	812.574
4.89703e-05	422.233
3.29226e-05	699.641
3.35579e-05	691.401
8.00589e-05	140.865
2.64716e-05	451.56
9.73439e-05	314.676
9.07872e-05	309.692
0.000167075	180.262
2.36675e-05	855.855
1.43904e-05	907.59
3.14512e-05	449.862
5.7859e-05	442.303
0.000121799	298.797
3.85777e-05	646.756
6.06117e-05	420.514
2.12912e-05	635.926
1.21663e-05	929.288
0.000171752	196.803
2.47348e-05	668.772
1.37858e-05	744.123
2.15254e-05	709.809
1.58796e-05	734.918
3.33231e-05	456.716
5.49613e-05	812.062
1.38767e-05	853.663
1.16209e-05	938.564
6.90399e-05	311.126
6.978e-05	687.866
3.01309e-05	504.129
1.08594e-06	176.972
3.5969e-05	880.057
0.000184891	239.457
0.000137678	236.573
3.5856e-05	555.074
0.000262191	206.222
1.79961e-05	813.65
0.00380109	96.6305
2.48631e-05	552.076
2.30715e-05	743.55
2.99385e-05	209.324
4.43937e-06	123.22
9.20497e-05	263.478
4.37636e-05	339.86
0.000119089	231.544
3.45753e-05	658.417
3.57744e-05	514.17
3.6626e-05	602.055
3.12977e-05	451.584
1.95463e-05	886.163
5.15906e-05	457.874
1.98979e-05	929.609
5.39174e-05	733.176
1.86192e-05	645.382
4.69773e-05	746.378
9.67014e-05	267.814
3.5227e-05	440.669
0.000123177	92.5171
1.69114e-05	140.933
6.75101e-05	524.888
1.81421e-05	698.525
1.15622e-05	915.483
4.28485e-05	234.23
3.42867e-05	708.508
2.67719e-05	507.63
3.29661e-05	670.523
4.64276e-05	627.269
9.162e-06	223.2
4.23505e-05	532.479
6.10509e-05	387.269
7.32199e-05	258.76
2.39818e-05	595.979
2.58883e-05	613.771
6.145e-05	335.462
2.17173e-05	742.256
2.78022e-05	563.903
2.46141e-05	746.793
0.000176777	205.378
1.66352e-05	857.794
1.81199e-05	871.943
2.6361e-05	579.189
6.44741e-05	281.696
1.20081e-05	911.364
6.83439e-05	279.759
2.21083e-05	849.63
6.59316e-05	275.263
1.65315e-05	936.765
9.61781e-05	345.663
1.07849e-05	236.565
4.95456e-05	389.488
3.52392e-05	486.451
2.88298e-05	457.014
5.46941e-05	560.824
1.43882e-05	868.945
1.35733e-05	838.707
3.16248e-05	798.633
6.44424e-06	125.058
0.000274958	400.05
2.92467e-05	553.736
3.27114e-05	448.592
3.36557e-05	606.355
1.8996e-05	624.533
1.81232e-05	895.166
1.61137e-05	801.35
1.13617e-05	943.643
9.75907e-06	200.841
3.96469e-05	504.087
1.57356e-05	909.949
1.84635e-05	812.344
2.15397e-05	768.401
0.000215015	83.1652
3.72828e-05	186.014
2.70971e-05	677.713
1.91098e-05	686.965
0.000142773	316.364
3.71195e-05	490.192
6.43876e-05	310.483
1.24218e-05	834.735
5.21086e-05	488.845
3.0689e-05	487.6
4.77666e-05	348.51
1.42975e-05	853.186
3.74831e-05	532.346
2.05181e-05	785.109
1.33532e-05	835.631
8.39044e-06	236.285
4.87744e-05	247.708
7.59478e-07	167.98
5.10363e-05	386.793
0.000141057	97.9662
2.77093e-05	777.161
9.4079e-05	349.994
5.44292e-05	360.84
6.77469e-05	374.492
3.17803e-05	467.453
1.09091e-05	857.489
1.42037e-05	700.689
0.000162075	261.223
1.50054e-05	795.544
1.36962e-05	944.319
6.58665e-05	492.312
0.000110463	260.718
4.14208e-05	543.996
0.000121693	190.5
3.89372e-05	573.757
2.13508e-05	706.251
4.55326e-06	184.008
4.45765e-05	415.472
2.79764e-05	525.466
1.32633e-06	171.73
2.5023e-05	907.102
4.09956e-05	663.573
4.92864e-07	127.348
3.77505e-05	260.329
0.000133888	368.429
3.14069e-05	450.23
2.18623e-05	935.298
3.61731e-06	162.583
7.09457e-05	274.008
1.17597e-05	892.803
3.36349e-05	458.893
0.000321905	163.192
0.00186304	73.8402
